name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand
MARUTI ALTO LX,2012,140000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI VERNA I (PETROL),2008,120000,90000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MAHINDRA RENAULT LOGAN 1.5 DLS,2008,89999,213000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
CHEVROLET OPTRA MAGNUM 2.0 LS BSIII,2012,180000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
MAHINDRA SCORPIO S11 BSIV,2017,1500000,20000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI I20 ACTIVE 1.2 SX,2017,700000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI SX4 CELEBRATION DIESEL,2012,285000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI GRAND I10 MAGNA,2015,390000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI ALTO LXI BSIII,2008,125000,80000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SX4 ZXI WITH LEATHER BSIII,2008,225000,60000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I10 ERA,2011,175000,139000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
TOYOTA INNOVA 2.5 V DIESEL 7-SEATER,2011,1075000,160000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
HONDA MOBILIO V I DTEC,2014,300000,150000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
TOYOTA INNOVA 2.5 G (DIESEL) 7 SEATER BS IV,2010,700000,163000,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,TOYOTA
TATA INDICA V2 2001-2011 DLS BSIII,2009,90000,120000,DIESEL,DEALER,MANUAL,FIRST OWNER,TATA
TATA INDICA VISTA TDI LS,2011,120000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
CHEVROLET BEAT DIESEL LS,2012,220000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
TATA ZEST QUADRAJET 1.3 75PS XE,2015,300000,140000,DIESEL,DEALER,MANUAL,FIRST OWNER,TATA
SKODA FABIA 1.2L DIESEL AMBIENTE,2010,180000,87000,DIESEL,DEALER,MANUAL,SECOND OWNER,SKODA
MARUTI 800 STD,2013,170000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD FIGO PETROL TITANIUM,2015,300000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
TOYOTA INNOVA 2.5 VX (DIESEL) 8 SEATER,2014,1050000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
HYUNDAI GRAND I10 1.2 CRDI ASTA,2018,465000,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
CHEVROLET BEAT DIESEL LT,2011,130000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
DATSUN GO PLUS T OPTION PETROL,2018,434999,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,DATSUN
HYUNDAI GRAND I10 1.2 KAPPA ASTA,2018,500000,32000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI OMNI MPI STD BSIV,2018,200000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI BALENO ALPHA 1.2,2017,625000,52000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
FORD FIESTA CLASSIC 1.4 SXI DURATORQ,2006,110000,120000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,FORD
HYUNDAI ELITE I20 ASTA OPTION BSIV,2019,800000,11240,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 CRDI MAGNA,2017,490000,66000,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MARUTI ERTIGA SHVS ZDI,2017,880000,64000,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
HYUNDAI SANTRO XING GL PLUS,2013,290000,49000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA SUMO GX TC 7 STR BSIII,2006,115999,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
RENAULT KWID RXT,2018,360000,26500,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MARUTI 800 AC,2002,65000,100000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI VITARA BREZZA LDI OPTION,2017,685000,72000,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
HONDA JAZZ S,2009,300000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
HYUNDAI I20 1.4 SPORTZ,2017,680000,44000,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MARUTI ERTIGA SHVS ZDI PLUS,2017,1000000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA SUMO SE PLUS BSIII,2002,100000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MAHINDRA XYLO E4,2010,160000,130000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI SWIFT ZDI BSIV,2017,450000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ERTIGA VXI,2014,600000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 1.4 MAGNA ABS,2009,180000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI ALTO LXI,2007,100000,195000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO LXI,2010,120000,90000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI GETZ GL,2006,130000,80000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
MARUTI WAGON R LX BS IV,2011,160000,155000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA BOLERO POWER PLUS SLX,2019,860000,35000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI I20 1.2 SPOTZ,2018,650000,20000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI WAGON R LXI MINOR,2010,100000,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI ALTO 800 VXI,2017,282000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 ASTA (O),2009,300000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI I20 ASTA,2010,270000,110000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI VERNA 1.6 SX CRDI (O),2013,550000,29000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA XYLO D2 BSIV,2013,450000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MAHINDRA BOLERO SLX 2WD BSIII,2011,430000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MARUTI ERTIGA VXI ABS,2013,350000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HONDA BRIO 1.2 E MT,2017,350000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
TOYOTA ETIOS LIVA G,2013,229999,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
MARUTI ALTO 800 LXI,2013,110000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT DZIRE 1.2 VXI BSIV,2012,395000,49000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MAHINDRA SCORPIO VLS AT 2.2 MHAWK,2011,650000,70000,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,MAHINDRA
MAHINDRA BOLERO SLX,2011,350000,90000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MAHINDRA XUV500 W11 OPTION AWD,2020,1400000,25000,DIESEL,DEALER,MANUAL,FIRST OWNER,MAHINDRA
TATA TIAGO 1.2 REVOTRON XZ,2018,360000,4000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MAHINDRA MARAZZO M8 8STR,2018,1300000,10000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
RENAULT DUSTER 110PS DIESEL RXL,2015,800000,15000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
HYUNDAI EON MAGNA PLUS,2018,229999,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI WAGON R VXI,2014,315000,41000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
CHEVROLET SPARK 1.0 LT,2012,125000,28000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
MARUTI BALENO ALPHA,2019,700000,16000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI EON 1.0 KAPPA MAGNA PLUS,2015,160000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
FORD FIGO ASPIRE 1.2 TI-VCT TREND,2017,530000,10832,PETROL,DEALER,MANUAL,FIRST OWNER,FORD
FORD FIGO ASPIRE FACELIFT,2018,624000,14681,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
HYUNDAI I10 ERA,2009,250000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA BOLERO SLX,2016,585000,51000,DIESEL,DEALER,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI VERNA 1.4 VTVT,2015,500000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
CHEVROLET SAIL 1.2 LT ABS,2014,350000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HONDA CITY I-DTEC SV,2014,495000,80000,DIESEL,DEALER,MANUAL,FIRST OWNER,HONDA
HYUNDAI GRAND I10 1.2 KAPPA ASTA,2017,500000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA BOLERO POWER PLUS PLUS AC BSIV PS,2015,430000,200000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI GRAND I10 1.2 KAPPA SPORTZ OPTION,2013,345000,44000,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MARUTI BALENO SIGMA 1.2,2015,500000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA TIAGO 1.2 REVOTRON XZ,2019,425000,19600,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI WAGON R LXI,2005,80000,40000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
CHEVROLET BEAT DIESEL LS,2011,106000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
MARUTI A-STAR VXI,2009,180000,46730,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
DATSUN GO A,2015,250000,40000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,DATSUN
SKODA YETI AMBITION 4WD,2011,350000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,SKODA
MARUTI ZEN LXI BSII,2002,60000,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI VERNA CRDI 1.6 EX,2018,900000,24000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
FORD ASPIRE TITANIUM DIESEL BSIV,2017,700000,21170,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
BMW 3 SERIES 320D SPORT,2013,2000000,167223,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,BMW
MARUTI ERTIGA SHVS ZDI PLUS,2017,1000000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
BMW X1 SDRIVE 20D EXCLUSIVE,2011,1375000,60000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,BMW
TOYOTA INNOVA CRYSTA 2.4 VX MT,2016,1800000,141440,DIESEL,DEALER,MANUAL,FIRST OWNER,TOYOTA
CHEVROLET TAVERA NEO 3 10 SEATS BSIV,2007,160000,120000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,CHEVROLET
MITSUBISHI OUTLANDER 2.4,2012,525000,140000,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,MITSUBISHI
MAHINDRA XUV500 W8 2WD,2012,850000,212814,DIESEL,DEALER,MANUAL,FIRST OWNER,MAHINDRA
MARUTI BALENO ALPHA 1.3,2019,800000,30000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD FIGO ASPIRE 1.5 TDCI TITANIUM,2017,700000,88635,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
MARUTI SWIFT DZIRE VDI,2018,800000,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 1.2 SPOTZ,2017,575000,20000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
RENAULT DUSTER 110PS DIESEL RXZ,2012,350000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,RENAULT
MARUTI SWIFT VDI BSIII,2008,250000,120000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
FORD ENDEAVOUR TITANIUM 4X2,2011,600000,149674,DIESEL,DEALER,MANUAL,SECOND OWNER,FORD
MAHINDRA SCORPIO 2.6 TURBO 9 STR,2007,370000,100000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
MARUTI BALENO VXI,2006,80000,120000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
TATA INDICA DLX,2003,50000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
HYUNDAI VERNA CRDI 1.6 EX,2018,900000,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI WAGON R VXI BS IV,2014,300000,35000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA INDICA LSI,2002,125000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI SWIFT DZIRE VDI,2015,490000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TOYOTA ETIOS LIVA GD,2012,300000,50000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
TATA NANO STD,2013,55000,25000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,TATA
HYUNDAI GRAND I10 SPORTZ,2016,350000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 1.2 CRDI ASTA,2019,755000,8000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI ERTIGA SHVS VDI,2017,720000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA BOLERO SLX,2006,229999,200000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
MAHINDRA SCORPIO S7 140 BSIV,2018,1100000,20000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
VOLKSWAGEN POLO PETROL COMFORTLINE 1.2L,2013,400000,100000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
HYUNDAI XCENT 1.1 CRDI BASE,2015,350000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
CHEVROLET BEAT DIESEL PS,2012,159000,68000,DIESEL,DEALER,MANUAL,FIRST OWNER,CHEVROLET
MARUTI SWIFT ZXI BSIV,2017,550000,38000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
MARUTI RITZ VDI,2013,335000,80000,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
TATA INDIGO CS EMAX CNG GLX,2014,185000,72000,CNG,DEALER,MANUAL,FIRST OWNER,TATA
MARUTI EECO 5 STR WITH AC PLUS HTR CNG,2012,229999,75000,CNG,DEALER,MANUAL,FIRST OWNER,MARUTI
MARUTI ESTILO LXI,2014,225000,43000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT VXI WITH ABS,2007,250000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA ZEST QUADRAJET 1.3 XM,2015,400000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI SWIFT VDI BSIV,2014,470000,163000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO K10 VXI AGS OPTIONAL,2018,300000,25000,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,MARUTI
MARUTI ALTO LX,2011,145000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SX4 VXI BSIII,2007,100000,90000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MAHINDRA SCORPIO SLE BSIV,2014,500000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
HYUNDAI SANTRO XING GLS CNG,2010,130000,98000,CNG,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
CHEVROLET CRUZE LTZ,2010,240000,81925,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
FORD FIGO DIESEL CELEBRATION EDITION,2013,150000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
RENAULT KWID RXT OPTIONAL,2017,270000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MARUTI SWIFT DZIRE VDI,2014,400000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI EON ERA PLUS,2012,200000,46000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA XUV500 W6 2WD,2012,550000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
RENAULT KWID 1.0 RXT OPTIONAL,2018,325000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
SKODA RAPID 1.5 TDI AT STYLE BSIV,2017,860000,82080,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,SKODA
MAHINDRA XUV500 W8 2WD,2012,600000,200000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
CHEVROLET SPARK 1.0,2009,125000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
MARUTI 800 AC,2000,60000,40000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
CHEVROLET TAVERA NEO 3 10 SEATS BSIV,2010,300000,120000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,CHEVROLET
FORD FIESTA 1.6 ZXI DURATEC,2007,190000,60000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,FORD
MARUTI ERTIGA VDI,2013,400000,110000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA MANZA AURA QUADRAJET BS IV,2011,260000,97000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
MARUTI SWIFT VVT VXI,2017,400000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 SPORTZ PETROL,2010,250000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 1.2 KAPPA ASTA,2019,600000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI ZEN ESTILO VXI BSIV,2010,175000,52047,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TOYOTA INNOVA 2.5 G (DIESEL) 8 SEATER BS IV,2011,450000,200000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TOYOTA
TATA TIAGO 1.2 REVOTRON XZA,2019,350000,15000,PETROL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,TATA
MARUTI VITARA BREZZA ZDI,2018,800000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT VXI BSIII,2011,250000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI SWIFT VXI BSIV,2019,600000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT VDI BSIV,2017,600000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO 800 LXI,2016,130000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI WAGON R LXI,2006,90000,62009,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I20 ACTIVE 1.2 S,2017,595000,33100,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI EON ERA PLUS,2014,190000,40000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI SANTRO GLS I - EURO I,1999,50000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI WAGON R LXI MINOR,2007,95000,80000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA SAFARI STORME VX,2016,1000000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MAHINDRA SCORPIO REV 116,2006,220000,220000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MAHINDRA BOLERO SLX,2010,400000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
DATSUN GO PLUS A,2015,315000,45000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,DATSUN
TOYOTA FORTUNER 4X4 MT,2014,1000000,110000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
FORD ECOSPORT 1.5 DV5 MT TITANIUM,2014,500000,49000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
MAHINDRA XUV500 W11 AT BSIV,2018,1600000,35000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,MAHINDRA
MAHINDRA SUPRO VX 8 STR,2017,500000,160000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI ALTO LX,2007,70000,180000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
MARUTI 800 AC,2007,105000,60000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
FORD ENDEAVOUR 2.5L 4X2 MT,2008,400000,110000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,FORD
MARUTI WAGON R LXI,2004,80000,60000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
MARUTI ALTO 800 VXI,2016,300000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA KUV 100 D75 K2,2017,409999,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI SWIFT GLAM,2009,250000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA NEW SAFARI DICOR 2.2 EX 4X2,2010,250000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
MARUTI SWIFT DZIRE VDI,2012,215000,80000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
TOYOTA FORTUNER 4X4 MT,2015,1400000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
HONDA BRIO 1.2 VX MT,2018,475000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
HONDA BRIO 1.2 VX MT,2018,475000,22000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
CHEVROLET SPARK 1.0 LS,2008,75000,35000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
CHEVROLET SAIL HATCHBACK LS ABS,2013,200000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
TATA TIAGO NRG PETROL,2019,575000,8000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI RITZ VDI,2011,150000,40000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI VITARA BREZZA ZDI PLUS,2018,850000,10000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI SANTRO ERA,2019,350000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
FORD ENDEAVOUR 2.5L 4X2 MT,2011,550000,54000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
HYUNDAI VERNA 1.4 VTVT,2017,330000,80577,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HONDA CITY I-DTEC V,2017,1044999,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
HYUNDAI VERNA 1.6 CRDI,2011,300000,127500,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI EON D LITE PLUS,2015,235000,40903,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
FORD FIGO PETROL TITANIUM,2011,120000,60000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,FORD
MARUTI WAGON R VXI,2004,130000,46000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD ENDEAVOUR 4X4 XLT,2004,275000,22288,DIESEL,DEALER,MANUAL,SECOND OWNER,FORD
VOLKSWAGEN JETTA 2.0 TDI TRENDLINE,2011,270000,180000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,VOLKSWAGEN
VOLKSWAGEN POLO 1.5 TDI HIGHLINE,2015,500000,30000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,VOLKSWAGEN
HYUNDAI GRAND I10 SPORTZ,2015,400000,61690,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI I20 ASTA 1.2,2015,600000,64484,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
AUDI Q5 2.0 TDI,2012,1350000,90000,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,AUDI
RENAULT DUSTER 85PS DIESEL RXE,2013,400000,75976,DIESEL,DEALER,MANUAL,SECOND OWNER,RENAULT
FORD FIGO DIESEL TITANIUM,2011,220000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
HONDA BRIO E MT,2012,300000,85962,PETROL,DEALER,MANUAL,SECOND OWNER,HONDA
MARUTI OMNI E MPI STD BS IV,2018,250000,120000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
